,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
1467,0.2606301882856937,-0.045439065833378256,-0.9139192486104175,-1.7019639318204642,-1.9868251137821484,-1.935459119352001,-1.4073123603220483,-1.1010954472861496,-0.7667962578271784,-1.0223180529008289,-1.2490525965595918,-1.1327625354702573,-0.8371971575159576,-0.4938965362904438,-0.015582074994114563,-0.24243008691651152
5768,0.20592263810437395,0.06641094237186053,0.014832767761469575,0.17686554708603253,-0.026499169541862974,0.23074149591764664,0.0954738888956093,0.12034119717571302,-0.013220065105081615,-0.01919220626801998,0.08572616602713236,0.23066283357425918,-0.05112729403710378,-0.003558356926633214,0.2591432141583184,0.17151595552137164
5714,-0.14967643807420455,0.15029844852578964,-0.041455233230766005,-0.2099522868064815,-0.15895362523377413,-0.016040852657376505,0.0408271161967854,-0.09680309517306254,-0.039205451061015986,-0.3095707408196225,0.11242174127886684,-0.09014313561268586,-0.234543595515503,-0.16700441671457006,-0.04305460390935786,0.19911235835056387
1578,-0.39586041389014354,-0.7445016171161207,-0.09774323422300159,0.232125237642106,-0.052990060680245206,0.06621993020096455,-0.5329639971408656,-1.7525283243324763,-2.092050941579832,-1.867055607960036,-1.8363552520977502,-1.801108304609726,-0.8371971575159576,0.1326466928966475,0.6437586189717246,1.0821972488847147
6958,0.0965075377417344,0.3460359628849575,0.15555277024205855,0.2597550829201427,-0.34438986320244974,0.5872048883037913,0.42335452508855276,0.14748423371930997,0.01276532085085276,0.19199218249678188,0.1925084670340703,0.0969936797463654,-0.12973428038498916,0.2143697227906159,0.2041981563278318,0.2819015668381405
6861,0.06915376265107452,-0.24117658019254615,-0.0695992337268838,0.425534154588363,-0.18544451637215636,-0.07088137456293721,0.0954738888956093,0.3374854895244886,-0.19511776679662224,-0.07198830345922044,0.21920404228580476,0.31086432587099544,-0.4703645545591592,0.2688517427199282,0.34156080090404833,0.19911235835056387
2126,0.2606301882856937,0.010485938269241137,-0.0695992337268838,-0.09943290569433463,0.1854279595651949,-0.15314215742127826,0.0408271161967854,0.011769051001325238,0.6364145837932778,0.3767785226659835,-0.021056134979805567,-0.19707845867500087,-0.05112729403710378,0.840912951977707,0.314088271988805,-0.27002648974570376
6202,0.20592263810437395,0.12233594647447993,0.40884877470711867,-0.2375821320845182,0.10595528615004819,0.23074149591764664,0.013503729847373438,0.12034119717571302,0.14269225063052463,0.21839023109238212,0.0323350155236634,-0.03667547408152835,0.05368202109341006,0.10540568293199135,0.06683551175161533,0.17151595552137164
1450,-1.4626576424258788,-1.3037516581423148,-1.1390712525793598,-1.0112177998695464,-0.9801712505236233,-0.6192865936185442,-0.4783172244420417,-0.042517022085868654,0.0647360927627215,-0.045590254863620214,-0.5549676400144953,-0.9723595508767847,-0.9944111302117283,-1.1204397654775349,-1.05953817377336,-1.3738826029133921
5067,0.15121508792305416,0.010485938269241137,0.15555277024205855,0.232125237642106,0.3973550886722528,-0.016040852657376505,0.12279727524502126,0.03891208754492218,0.168677636586459,0.2711863282835826,0.0323350155236634,0.12372751051194415,0.2895029801370662,0.2143697227906159,0.12178056958210193,0.03353394137541059
3049,0.28798396337635357,0.4578859710901963,0.493280776195472,-0.15469259625040807,0.5563004355025462,0.258161756870427,0.17744404794384516,0.03891208754492218,0.01276532085085276,0.4295746198571839,0.673028821565291,-0.14361079714384337,0.31570530891969467,0.40505679254320887,0.314088271988805,0.03353394137541059
5007,-0.040261337711565016,-0.10136406993599766,0.014832767761469575,-0.09943290569433463,-0.10597184295700966,0.12106045210652526,-0.1504365882490983,-0.09680309517306254,-0.4289862404000316,0.16559413390118163,0.11242174127886684,-0.03667547408152835,-0.3131505818633884,0.1326466928966475,-0.04305460390935786,0.0611303442046028
5328,0.06915376265107452,-0.045439065833378256,0.09926476924982294,0.4531639998663997,0.3708641975338705,-0.23540294027961933,0.12279727524502126,0.2831994164372947,0.5324730399695403,-0.25677464362842206,0.0323350155236634,0.2841304951054167,0.0012773635281531394,0.2688517427199282,0.14925309849734522,0.25430516400894826
7601,0.3973990637389931,-0.26913908224385585,-0.2666072371997083,-0.8730685734793627,-0.5828078834478899,0.28558201782320736,-0.3690236790443939,-0.3139473875218381,0.168677636586459,0.2711863282835826,0.1391173165306013,-0.17034462790942212,0.47291928161546537,0.1326466928966475,-0.09799966173984445,-0.10444807277055047
6128,0.041799987560414635,0.038448440320550836,0.014832767761469575,0.1492357018079958,0.10595528615004819,0.0387996692481842,0.12279727524502126,-0.042517022085868654,-0.013220065105081615,0.00720584232758025,-0.021056134979805567,0.20392900280868043,0.07988434987603851,-0.19424542667922617,0.28661574307356175,0.08872674703379502
7824,-0.06761511280222489,-0.10136406993599766,0.3244167732187653,-0.652029811255069,-0.3973716454792142,0.3130022787759877,-0.31437690634557003,-0.09680309517306254,-0.2211031527525566,0.2711863282835826,0.4861597948031496,-0.0634093048471071,-0.6537808560375584,0.5685028523311456,0.3690333298192916,0.2819015668381405
5397,0.1238613128323943,-0.07340156788468796,0.04297676825758737,-0.01654336986022448,-0.2119354075105386,0.258161756870427,0.0408271161967854,-0.015373985542271706,0.01276532085085276,-0.09838635205482067,0.1658128917823358,0.0969936797463654,-0.02492496525447532,0.10540568293199135,0.03936298283637203,0.14391955269217943
1488,-1.0249972409753207,-1.1639391478857661,-1.0546392510910065,-1.3704057884840237,-1.5629708555680324,-1.6338362488714173,-1.3799889739726363,-1.2368106300041342,-1.2605185909899317,-1.3390946360480316,-1.6227906500838745,-1.7209068123129898,-1.597064692212183,-1.1749217854068472,-0.6474502400447104,-0.46320130955004923
7278,-0.2590915384368441,-0.12932657198730735,-0.09774323422300159,0.3702744640322896,0.6887548911944573,-0.4273447669490818,0.12279727524502126,-0.5039486433270167,-0.29905931062035973,0.40317657126158374,0.1925084670340703,-0.17034462790942212,-0.3131505818633884,0.4595388124725211,-0.12547219065508775,0.17151595552137164
5488,0.34269151355767336,-0.18525157608992676,0.2681287722265297,0.06634616597388567,0.3443733063954883,0.1484807130593056,0.0954738888956093,-0.12394613171665948,0.48050226805767154,0.00720584232758025,0.0323350155236634,0.3375981566365742,0.39431229526758005,0.2143697227906159,0.14925309849734522,0.19911235835056387
5274,0.041799987560414635,0.17826095057709931,-0.0695992337268838,0.20449539236406925,-0.15895362523377413,0.28558201782320736,0.0954738888956093,0.12034119717571302,0.01276532085085276,0.19199218249678188,0.005639440271928913,0.17719517204310167,0.23709832257180927,0.10540568293199135,0.011890453921128735,0.0611303442046028
7827,-0.09496888789288478,0.010485938269241137,0.38070477421100085,-0.6243999659770322,-0.2914080809256853,0.3130022787759877,-0.25973013364674613,-0.12394613171665948,-0.24708853870849096,0.24478827968798234,0.3259863432927427,-0.03667547408152835,-0.6275785272549299,0.4595388124725211,0.28661574307356175,0.25430516400894826
5648,-0.040261337711565016,0.3460359628849575,0.2399847717304119,0.34264461875425284,-0.07948095181862744,0.6146251492565715,0.36870775238972886,-0.0696600586294656,-0.09117622297288473,0.16559413390118163,0.11242174127886684,0.5247349719956255,-0.15593660916761762,0.2688517427199282,0.3690333298192916,0.30949796966733273
2825,0.15121508792305416,0.6536234854493642,0.6621447791721787,0.20449539236406925,0.3443733063954883,0.5323643663982305,0.5599714568356126,0.17462727026290692,0.3245899523220653,0.2711863282835826,0.3259863432927427,0.0435260182152079,0.4467169528328369,0.1326466928966475,0.314088271988805,0.17151595552137164
1514,1.600965167728028,0.8213984977572224,-0.18217523571135494,-1.0664774904256198,-1.9073524403670017,-2.3193427726909257,-2.4729244279491147,-2.4311042379224,-2.0660655556238976,-1.5502790248128335,-0.8486189677835746,-0.2772799509717371,0.23709832257180927,0.5685028523311456,0.5613410322259947,0.25430516400894826
